Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
VPTU2034622,20180214,259,CNYTN/YTN,VF,F,20180303,139,AEDXB/JAT,DF,F
VPTU2034622,20180303,139,AEDXB/JAT,DF,F,20180308,935,AEDXB/JAT,CF,F
VPTU2034622,20180308,935,AEDXB/JAT,CF,F,20180308,936,AEDXB/ITE,SF,E
VPTU2034622,20180308,936,AEDXB/ITE,SF,E,20180308,937,AEDXB/JAT,LF,F
VPTU2034622,20180308,937,AEDXB/JAT,LF,F,20180313,1358,AEDXB/JAT,VF,F
VPTU2034622,20180313,1358,AEDXB/JAT,VF,F,20180316,18,IRBND/BCT,DF,F
VPTU2034622,20180316,18,IRBND/BCT,DF,F,20180422,2400,IRBND/BCT,FH,E
VPTU2034622,20180422,2400,IRBND/BCT,FH,E,20180422,1200,IRBND/BCT,CF,F
,,,,,,,,,,
VPTU2034638,20180131,0,HKHKG/UNK,OH,E,20180131,1,HKHKG/HIT,SF,F
VPTU2034638,20180131,1,HKHKG/HIT,SF,F,20180131,1557,HKHKG/HIT,LF,F
VPTU2034638,20180131,1557,HKHKG/HIT,LF,F,20180202,2011,HKHKG/HIT,VF,F
VPTU2034638,20180202,2011,HKHKG/HIT,VF,F,20180203,1303,CNYTN/YTN,DF,F
VPTU2034638,20180203,1303,CNYTN/YTN,DF,F,20180214,259,CNYTN/YTN,VF,F
VPTU2034638,20180214,259,CNYTN/YTN,VF,F,20180303,139,AEDXB/JAT,DF,F
VPTU2034638,20180303,139,AEDXB/JAT,DF,F,20180308,935,AEDXB/JAT,CF,F
VPTU2034638,20180308,935,AEDXB/JAT,CF,F,20180308,936,AEDXB/ITE,SF,E
VPTU2034638,20180308,936,AEDXB/ITE,SF,E,20180308,937,AEDXB/JAT,LF,F
VPTU2034638,20180308,937,AEDXB/JAT,LF,F,20180313,1358,AEDXB/JAT,VF,F
VPTU2034638,20180313,1358,AEDXB/JAT,VF,F,20180316,18,IRBND/BCT,DF,F
VPTU2034638,20180316,18,IRBND/BCT,DF,F,20180422,2400,IRBND/BCT,FH,E
VPTU2034638,20180422,2400,IRBND/BCT,FH,E,20180422,1200,IRBND/BCT,CF,F
,,,,,,,,,,
VPTU2034643,20180105,1528,CNYTN/YTN,VF,F,20180120,1543,AEDXB/JAT,DF,F
VPTU2034643,20180120,1543,AEDXB/JAT,DF,F,20180124,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034659,20180201,0,HKHKG/UNK,OH,E,20180201,1,HKHKG/HIT,SF,F
VPTU2034659,20180201,1,HKHKG/HIT,SF,F,20180201,1020,HKHKG/HIT,LF,F
VPTU2034659,20180201,1020,HKHKG/HIT,LF,F,20180202,2007,HKHKG/HIT,VF,F
VPTU2034659,20180202,2007,HKHKG/HIT,VF,F,20180203,1245,CNYTN/YTN,DF,F
VPTU2034659,20180203,1245,CNYTN/YTN,DF,F,20180214,304,CNYTN/YTN,VF,F
VPTU2034659,20180214,304,CNYTN/YTN,VF,F,20180303,140,AEDXB/JAT,DF,F
VPTU2034659,20180303,140,AEDXB/JAT,DF,F,20180308,935,AEDXB/JAT,CF,F
VPTU2034659,20180308,935,AEDXB/JAT,CF,F,20180308,936,AEDXB/ITE,SF,E
VPTU2034659,20180308,936,AEDXB/ITE,SF,E,20180308,937,AEDXB/JAT,LF,F
VPTU2034659,20180308,937,AEDXB/JAT,LF,F,20180313,1404,AEDXB/JAT,VF,F
VPTU2034659,20180313,1404,AEDXB/JAT,VF,F,20180316,18,IRBND/BCT,DF,F
VPTU2034659,20180316,18,IRBND/BCT,DF,F,20180422,2400,IRBND/BCT,FH,E
VPTU2034659,20180422,2400,IRBND/BCT,FH,E,20180422,1200,IRBND/BCT,CF,F
,,,,,,,,,,
VPTU2034685,20180105,1515,CNYTN/YTN,VF,F,20180120,1549,AEDXB/JAT,DF,F
VPTU2034685,20180120,1549,AEDXB/JAT,DF,F,20180124,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034920,20180114,1052,AEDXB/JAT,DF,F,20180123,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034957,20180114,1202,AEDXB/JAT,DF,F,20180123,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034962,20180114,1052,AEDXB/JAT,DF,F,20180123,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034983,20180114,1058,AEDXB/JAT,DF,F,20180123,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VPTU2034999,20180114,1058,AEDXB/JAT,DF,F,20180123,2400,AEDXB/JAT,FH,E
,,,,,,,,,,
VSLU3227411,20180615,0,CNSHA/UNK,OH,E,20180616,858,CNSHA/WG1,LF,F
VSLU3227411,20180616,858,CNSHA/WG1,LF,F,20180618,2000,CNSHA/WG1,VF,F
VSLU3227411,20180618,2000,CNSHA/WG1,VF,F,20180625,2223,UEVVO/VLA,DF,F
VSLU3227411,20180625,2223,UEVVO/VLA,DF,F,20180628,1829,UEVVO/VLA,CF,F
,,,,,,,,,,
