Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
,,,,,,,,,,
CRXU6950816,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
CRXU6950816,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
CRXU6950816,20180909,850,BDCGP/CPA,VE,E,20180913,2300,SGSIN/PSA,TE,E
CRXU6950816,20180913,2300,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1027233,20180817,0,BDCGP/CPA,OH,E,20180831,0,BDCGP/CPA,TE,E
CXRU1027233,20180831,0,BDCGP/CPA,TE,E,20180831,1342,BDCGP/CPA,VE,E
CXRU1027233,20180831,1342,BDCGP/CPA,VE,E,20180910,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1031927,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
CXRU1031927,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
CXRU1031927,20181121,815,BDCGP/CPA,VE,E,20181126,1339,SGSIN/PSA,TE,E
CXRU1031927,20181126,1339,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1033112,20181129,0,BDCGP/CPA,OH,E,20181205,0,BDCGP/CPA,TE,E
CXRU1033112,20181205,0,BDCGP/CPA,TE,E,20181205,810,BDCGP/CPA,VE,E
CXRU1033112,20181205,810,BDCGP/CPA,VE,E,20181212,2103,SGSIN/PSA,TE,E
CXRU1033112,20181212,2103,SGSIN/PSA,TE,E,20181220,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1042897,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
CXRU1042897,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
CXRU1042897,20180909,850,BDCGP/CPA,VE,E,20180914,50,SGSIN/PSA,TE,E
CXRU1042897,20180914,50,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
