Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CAIU5455323,20180529,0,BDCGP/CPA,OH,E,20180608,0,BDCGP/CPA,TE,E
CAIU5455323,20180608,0,BDCGP/CPA,TE,E,20180608,620,BDCGP/CPA,VE,E
CAIU5455323,20180608,620,BDCGP/CPA,VE,E,20180612,1840,SGSIN/PSA,TE,E
CAIU5455323,20180612,1840,SGSIN/PSA,TE,E,20180613,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CCLU8587977,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
CCLU8587977,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
CCLU8587977,20181121,815,BDCGP/CPA,VE,E,20181126,1254,SGSIN/PSA,TE,E
CCLU8587977,20181126,1254,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CGMU4911538,20180529,0,BDCGP/CPA,OH,E,20180608,0,BDCGP/CPA,TE,E
CGMU4911538,20180608,0,BDCGP/CPA,TE,E,20180608,620,BDCGP/CPA,VE,E
CGMU4911538,20180608,620,BDCGP/CPA,VE,E,20180612,1831,SGSIN/PSA,TE,E
CGMU4911538,20180612,1831,SGSIN/PSA,TE,E,20180613,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CRLU1820005,20180611,0,BDCGP/CPA,OH,E,20180626,0,BDCGP/CPA,TE,E
CRLU1820005,20180626,0,BDCGP/CPA,TE,E,20180626,940,BDCGP/CPA,VE,E
CRLU1820005,20180626,940,BDCGP/CPA,VE,E,20180630,900,SGSIN/PSA,TE,E
CRLU1820005,20180630,900,SGSIN/PSA,TE,E,20180710,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1388180,20180611,0,BDCGP/CPA,OH,E,20180626,0,BDCGP/CPA,TE,E
CXRU1388180,20180626,0,BDCGP/CPA,TE,E,20180626,940,BDCGP/CPA,VE,E
CXRU1388180,20180626,940,BDCGP/CPA,VE,E,20180630,900,SGSIN/PSA,TE,E
CXRU1388180,20180630,900,SGSIN/PSA,TE,E,20180710,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1495846,20180611,0,BDCGP/CPA,OH,E,20180626,0,BDCGP/CPA,TE,E
CXRU1495846,20180626,0,BDCGP/CPA,TE,E,20180626,940,BDCGP/CPA,VE,E
CXRU1495846,20180626,940,BDCGP/CPA,VE,E,20180630,900,SGSIN/PSA,TE,E
CXRU1495846,20180630,900,SGSIN/PSA,TE,E,20180710,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
EGHU5011314,20180908,0,BDCGP/CPA,OH,E,20180919,0,BDCGP/CPA,TE,E
EGHU5011314,20180919,0,BDCGP/CPA,TE,E,20180919,1715,BDCGP/CPA,VE,E
EGHU5011314,20180919,1715,BDCGP/CPA,VE,E,20180923,900,SGSIN/PSA,TE,E
EGHU5011314,20180923,900,SGSIN/PSA,TE,E,20180930,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
EISU5693103,20180404,0,BDCGP/CPA,OH,E,20180414,0,BDCGP/CPA,TE,E
EISU5693103,20180414,0,BDCGP/CPA,TE,E,20180414,720,BDCGP/CPA,VE,E
EISU5693103,20180414,720,BDCGP/CPA,VE,E,20180418,900,SGSIN/PSA,TE,E
EISU5693103,20180418,900,SGSIN/PSA,TE,E,20180420,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
EISU5702669,20180404,0,BDCGP/CPA,OH,E,20180414,0,BDCGP/CPA,TE,E
EISU5702669,20180414,0,BDCGP/CPA,TE,E,20180414,720,BDCGP/CPA,VE,E
EISU5702669,20180414,720,BDCGP/CPA,VE,E,20180418,900,SGSIN/PSA,TE,E
EISU5702669,20180418,900,SGSIN/PSA,TE,E,20180420,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
EISU5703069,20180908,0,BDCGP/CPA,OH,E,20180919,0,BDCGP/CPA,TE,E
