Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5001140,20180531,1534,USLAX/APM,VE,E,20180701,1621,CNYTN/YTN,TE,E
CICU5001140,20180701,1621,CNYTN/YTN,TE,E,20180705,2028,CNYTN/OFD,OE,E
CICU5001140,20180705,2028,CNYTN/OFD,OE,E,20180707,2400,CNYTN/OFD,FH,E
,,,,,,,,,,
CICU5001198,20180321,0,CNYTN/UNK,OH,E,20180321,1,CNYTN/YTN,SF,F
CICU5001198,20180321,1,CNYTN/YTN,SF,F,20180329,612,CNYTN/YTN,LF,F
CICU5001198,20180329,612,CNYTN/YTN,LF,F,20180401,1248,CNYTN/YTN,VF,F
CICU5001198,20180401,1248,CNYTN/YTN,VF,F,20180417,1637,USLAX/APM,DF,F
CICU5001198,20180417,1637,USLAX/APM,DF,F,20180419,1906,USLAX/APM,CF,F
CICU5001198,20180419,1906,USLAX/APM,CF,F,20180424,1401,USLAX/APM,TE,E
CICU5001198,20180424,1401,USLAX/APM,TE,E,20180504,1835,USLAX/APM,VE,E
CICU5001198,20180504,1835,USLAX/APM,VE,E,20180603,1124,CNYTN/YTN,TE,E
CICU5001198,20180603,1124,CNYTN/YTN,TE,E,20180610,2400,CNYTN/UNK,FH,E
CICU5001198,20180610,2400,CNYTN/UNK,FH,E,20180610,1112,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001238,20180408,0,CNYTN/UNK,OH,E,20180408,1,CNYTN/YTN,SF,F
CICU5001238,20180408,1,CNYTN/YTN,SF,F,20180409,2344,CNYTN/YTN,LF,F
CICU5001238,20180409,2344,CNYTN/YTN,LF,F,20180415,1456,CNYTN/YTN,VF,F
CICU5001238,20180415,1456,CNYTN/YTN,VF,F,20180501,1920,USLAX/APM,DF,F
CICU5001238,20180501,1920,USLAX/APM,DF,F,20180502,1624,USLAX/APM,CF,F
CICU5001238,20180502,1624,USLAX/APM,CF,F,20180504,1516,USLAX/APM,TE,E
CICU5001238,20180504,1516,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5001238,20180523,1952,USLAX/APM,VE,E,20180624,1534,CNYTN/YTN,TE,E
CICU5001238,20180624,1534,CNYTN/YTN,TE,E,20180626,2400,CNYTN/OFD,FH,E
CICU5001238,20180626,2400,CNYTN/OFD,FH,E,20180626,601,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001259,20180321,0,CNYTN/UNK,OH,E,20180321,1,CNYTN/YTN,SF,F
CICU5001259,20180321,1,CNYTN/YTN,SF,F,20180329,19,CNYTN/YTN,LF,F
CICU5001259,20180329,19,CNYTN/YTN,LF,F,20180401,1329,CNYTN/YTN,VF,F
CICU5001259,20180401,1329,CNYTN/YTN,VF,F,20180417,1545,USLAX/APM,DF,F
CICU5001259,20180417,1545,USLAX/APM,DF,F,20180419,2123,USLAX/APM,CF,F
CICU5001259,20180419,2123,USLAX/APM,CF,F,20180424,1418,USLAX/APM,TE,E
CICU5001259,20180424,1418,USLAX/APM,TE,E,20180503,1558,USLAX/APM,VE,E
CICU5001259,20180503,1558,USLAX/APM,VE,E,20180603,1209,CNYTN/YTN,TE,E
CICU5001259,20180603,1209,CNYTN/YTN,TE,E,20180606,2400,CNYTN/UNK,FH,E
